"clave","entidad_federativa","clave_delito","delito","2022","2021","2020","2019"
NA,"Fiscalía General de la República",80103,"Delitos por hechos de corrupción - Cohecho",331,308,NA,NA
NA,"Fiscalía General de la República",80104,"Delitos por hechos de corrupción - Peculado",565,732,NA,NA
NA,"Fiscalía General de la República",80105,"Delitos por hechos de corrupción - Enriquecimiento ilícito",69,84,NA,NA
NA,"Fiscalía General de la República",80106,"Delitos por hechos de corrupción - Ejercicio abusivo de funciones",30,48,NA,NA
NA,"Fiscalía General de la República",80107,"Delitos por hechos de corrupción - Tráfico de influencias",28,29,NA,NA
NA,"Fiscalía General de la República",80108,"Delitos por hechos de corrupción - Otros delitos por hechos de corrupción",314,360,NA,NA
NA,"Fiscalía General de la República",80109,"Delitos por hechos de corrupción - No identificado",0,0,NA,NA
NA,"Fiscalía General de la República",80201,"Delitos contra la administración de justicia - En materia de amparo",1155,988,NA,NA
NA,"Fiscalía General de la República",80202,"Delitos contra la administración de justicia - Otros delitos contra la administración de justicia",1227,1130,NA,NA
NA,"Fiscalía General de la República",80203,"Delitos contra la administración de justicia - No identificado",0,0,NA,NA
NA,"Fiscalía General de la República",80300,"Delitos en materia fiscal",1421,1733,NA,NA
NA,"Fiscalía General de la República",80400,"Delitos electorales",433,1418,NA,NA
NA,"Fiscalía General de la República",80500,"Otros delitos contra la administración del Estado",0,0,NA,NA
NA,"Fiscalía General de la República",90100,"Amenazas",596,477,NA,NA
NA,"Fiscalía General de la República",90200,"Allanamiento de morada",38,46,NA,NA
NA,"Fiscalía General de la República",90300,"Falsedad",566,522,NA,NA
NA,"Fiscalía General de la República",90400,"Falsificación",2189,2010,NA,NA
NA,"Fiscalía General de la República",90501,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Tráfico de flora o fauna silvestres en peligro de extinción, amenazadas o sujetas a protección",203,290,NA,NA
NA,"Fiscalía General de la República",90502,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Comercialización de flora o fauna silvestres en peligro de extinción, amenazadas o sujetas a protección",0,0,NA,NA
NA,"Fiscalía General de la República",90503,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Caza, pesca o tala ilegal de flora o fauna silvestres en peligro de extinción, amenazadas o sujetas a protección",16,5,NA,NA
NA,"Fiscalía General de la República",90504,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Transporte o manejo de residuos peligrosos",6,8,NA,NA
NA,"Fiscalía General de la República",90505,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Daños a los ecosistemas o sus elementos",158,157,NA,NA
NA,"Fiscalía General de la República",90506,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Otros delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental",859,689,NA,NA
NA,"Fiscalía General de la República",90507,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - No identificado",0,0,NA,NA
NA,"Fiscalía General de la República",90600,"Delitos en materia de vías de comunicación y correspondencia",4988,5513,NA,NA
NA,"Fiscalía General de la República",90701,"Delitos en materia de migración - Tráfico de indocumentados",1648,1681,NA,NA
NA,"Fiscalía General de la República",90702,"Delitos en materia de migración - Otros delitos en materia de migración",0,0,NA,NA
NA,"Fiscalía General de la República",90703,"Delitos en materia de migración - No identificado",0,0,NA,NA
NA,"Fiscalía General de la República",90800,"Delitos en materia de derechos de autor",248,237,NA,NA
NA,"Fiscalía General de la República",90900,"Delitos en materia de instituciones de crédito, inversión, fianzas y seguros",3362,4175,NA,NA
NA,"Fiscalía General de la República",91000,"Delitos en materia de propiedad industrial",907,1227,NA,NA
NA,"Fiscalía General de la República",91100,"Delitos contra la salud no relacionados con narcóticos",1,0,NA,NA
NA,"Fiscalía General de la República",91200,"Encubrimiento",0,0,NA,NA
NA,"Fiscalía General de la República",91300,"Operaciones con recursos de procedencia ilícita",272,538,NA,NA
NA,"Fiscalía General de la República",91400,"Tortura",426,406,NA,NA
NA,"Fiscalía General de la República",91500,"Suplantación y usurpación de identidad",23,39,NA,NA
NA,"Fiscalía General de la República",91601,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - Acceso ilícito a sistemas o equipos informáticos",81,157,NA,NA
NA,"Fiscalía General de la República",91602,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - Daños a datos informáticos",0,0,NA,NA
NA,"Fiscalía General de la República",91603,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - Interferir en el buen funcionamiento de sistemas o equipos informáticos",0,0,NA,NA
NA,"Fiscalía General de la República",91604,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - Otros delitos contra la seguridad de los datos y/o sistemas o equipos informáticos",34,45,NA,NA
NA,"Fiscalía General de la República",91605,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - No identificado",0,0,NA,NA
NA,"Fiscalía General de la República",91700,"Tratos o penas crueles, inhumanos o degradantes",1516,1194,NA,NA
NA,"Fiscalía General de la República",91800,"Otros delitos",3673,3047,NA,NA
NA,"Fiscalía General de la República",100100,"No identificado",0,0,NA,NA
1,"Aguascalientes",0,"Total",39573,35645,34309,39440
1,"Aguascalientes",10100,"Homicidio",231,225,227,282
1,"Aguascalientes",10200,"Feminicidio",12,11,4,11
1,"Aguascalientes",10300,"Aborto",13,15,5,11
1,"Aguascalientes",10400,"Lesiones",4682,4492,4491,5300
1,"Aguascalientes",10500,"Otros delitos que atentan contra la vida y la integridad corporal",27,45,41,29
1,"Aguascalientes",20100,"Privación de la libertad",177,180,212,166
1,"Aguascalientes",20200,"Tráfico de menores",0,0,0,1
1,"Aguascalientes",20300,"Retención o sustracción de menores e incapaces",169,197,221,196
1,"Aguascalientes",20400,"Rapto",0,0,0,0
1,"Aguascalientes",20500,"Desaparición forzada de personas",1,2,1,2
1,"Aguascalientes",20601,"Secuestro - Secuestro extorsivo",3,0,3,5
1,"Aguascalientes",20602,"Secuestro - Secuestro en calidad de rehén",0,0,1,0
1,"Aguascalientes",20603,"Secuestro - Secuestro para causar daño",2,2,7,3
1,"Aguascalientes",20604,"Secuestro - Secuestro exprés",0,1,4,4
1,"Aguascalientes",20605,"Secuestro - Otro tipo de secuestro",0,0,0,0
1,"Aguascalientes",20606,"Secuestro - No identificado",0,0,0,NA
1,"Aguascalientes",20700,"Otros delitos que atentan contra la libertad personal",31,10,15,17
1,"Aguascalientes",30100,"Abuso sexual",0,0,0,0
1,"Aguascalientes",30200,"Acoso sexual",0,0,0,0
1,"Aguascalientes",30300,"Hostigamiento sexual",135,115,79,106
1,"Aguascalientes",30401,"Violación - Violación simple",250,255,224,229
1,"Aguascalientes",30402,"Violación - Violación equiparada por introducir cualquier elemento, instrumento o cualquier parte del cuerpo humano, distinto al pene",112,110,89,104
1,"Aguascalientes",30403,"Violación - Violación equiparada en contra de menores e incapaces",0,0,19,0
1,"Aguascalientes",30404,"Violación - Otro tipo de violación",0,0,0,6
1,"Aguascalientes",30405,"Violación - No identificado",0,0,0,NA
1,"Aguascalientes",30500,"Estupro",30,21,9,18
1,"Aguascalientes",30600,"Incesto",0,1,0,1
1,"Aguascalientes",30700,"Otros delitos que atentan contra la libertad y la seguridad sexual",543,477,428,396
1,"Aguascalientes",40101,"Robo - Robo simple",239,242,101,821
1,"Aguascalientes",40102,"Robo - Robo a casa habitación",2115,2343,2469,2833
1,"Aguascalientes",40103,"Robo - Robo de vehículo",791,778,1110,1639
1,"Aguascalientes",40104,"Robo - Robo de autopartes",926,836,828,1105
1,"Aguascalientes",40105,"Robo - Robo a transeúnte en vía pública",1614,1435,1362,1496
1,"Aguascalientes",40106,"Robo - Robo a transeúnte en espacio abierto al público",16,1,0,0
1,"Aguascalientes",40107,"Robo - Robo a persona en un lugar privado",0,0,0,0
1,"Aguascalientes",40108,"Robo - Robo a transportista",0,5,3,11
1,"Aguascalientes",40109,"Robo - Robo en transporte público individual",140,127,104,122
1,"Aguascalientes",40110,"Robo - Robo en transporte público colectivo",4,12,13,6
1,"Aguascalientes",40111,"Robo - Robo en transporte individual",22,20,23,21
1,"Aguascalientes",40112,"Robo - Robo a institución bancaria",0,1,0,1
1,"Aguascalientes",40113,"Robo - Robo a negocio",2113,1900,1970,2120
1,"Aguascalientes",40114,"Robo - Robo de ganado",202,205,193,304
1,"Aguascalientes",40115,"Robo - Robo de maquinaria",3,2,3,4
1,"Aguascalientes",40116,"Robo - Robo de energía eléctrica",0,0,0,0
1,"Aguascalientes",40117,"Robo - Otros robos",2467,2260,1882,2703
1,"Aguascalientes",40118,"Robo - No identificado",0,0,0,NA
1,"Aguascalientes",40201,"Delitos en materia de hidrocarburos y sus derivados - Sustracción de hidrocarburos y sus derivados",0,0,0,0
1,"Aguascalientes",40202,"Delitos en materia de hidrocarburos y sus derivados - Aprovechamiento de hidrocarburos y sus derivados",0,0,0,0
1,"Aguascalientes",40203,"Delitos en materia de hidrocarburos y sus derivados - Posesión ilícita de hidrocarburos y sus derivados",0,0,0,0
1,"Aguascalientes",40204,"Delitos en materia de hidrocarburos y sus derivados - Otros delitos en materia de hidrocarburos y sus derivados",0,0,0,0
1,"Aguascalientes",40205,"Delitos en materia de hidrocarburos y sus derivados - No identificado",0,0,0,NA
1,"Aguascalientes",40300,"Fraude",2639,2305,1607,1815
1,"Aguascalientes",40400,"Abuso de confianza",833,711,509,718
1,"Aguascalientes",40501,"Extorsión - Extorsión cometida por vía telefónica o cualquier otro medio electrónico o de comunicación",202,73,89,217
1,"Aguascalientes",40502,"Extorsión - Otro tipo de extorsión",0,87,15,29
1,"Aguascalientes",40503,"Extorsión - No identificado",0,0,0,NA
1,"Aguascalientes",40600,"Daño a la propiedad",4728,4244,3722,4209
1,"Aguascalientes",40700,"Despojo",402,392,315,372
1,"Aguascalientes",40800,"Otros delitos que atentan contra el patrimonio",216,56,725,183
1,"Aguascalientes",50100,"Violencia familiar",2534,2289,2139,2139
1,"Aguascalientes",50200,"Incumplimiento de obligaciones familiares",256,231,180,217
1,"Aguascalientes",50300,"Otros delitos contra la familia",33,31,35,35
1,"Aguascalientes",60101,"Delitos contra el libre desarrollo de la personalidad - Corrupción de menores e incapaces",62,49,66,82
1,"Aguascalientes",60102,"Delitos contra el libre desarrollo de la personalidad - Prostitución de menores e incapaces",0,0,0,0
1,"Aguascalientes",60103,"Delitos contra el libre desarrollo de la personalidad - Pornografía infantil",11,7,18,22
1,"Aguascalientes",60104,"Delitos contra el libre desarrollo de la personalidad - Turismo sexual",0,0,0,0
1,"Aguascalientes",60105,"Delitos contra el libre desarrollo de la personalidad - Pederastia",0,0,0,0
1,"Aguascalientes",60106,"Delitos contra el libre desarrollo de la personalidad - Otros delitos contra el libre desarrollo de la personalidad",0,0,1,0
1,"Aguascalientes",60107,"Delitos contra el libre desarrollo de la personalidad - No identificado",0,0,0,NA
1,"Aguascalientes",60201,"Trata de personas - Trata de personas con fines de explotación sexual",4,3,0,6
1,"Aguascalientes",60202,"Trata de personas - Trata de personas con fines de trabajo o servicios forzados",0,0,2,1
1,"Aguascalientes",60203,"Trata de personas - Trata de personas con fines de tráfico de órganos",0,0,0,0
1,"Aguascalientes",60204,"Trata de personas - Trata de personas con otros fines",0,2,0,0
1,"Aguascalientes",60205,"Trata de personas - No identificado",0,0,0,NA
1,"Aguascalientes",60300,"Violencia de género en todas sus modalidades distinta a la violencia familiar",13,0,6,0
1,"Aguascalientes",60400,"Discriminación",8,6,8,13
1,"Aguascalientes",60500,"Lenocinio",0,0,0,0
1,"Aguascalientes",60600,"Otros delitos contra la sociedad",1,1,9,0
1,"Aguascalientes",70101,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Posesión simple de narcóticos",1613,1113,2263,2348
1,"Aguascalientes",70102,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Posesión con fines de comercio o suministro de narcóticos",462,0,0,0
1,"Aguascalientes",70103,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Comercio de narcóticos",0,0,0,0
1,"Aguascalientes",70104,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Suministro de narcóticos",0,0,0,0
1,"Aguascalientes",70105,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Otros delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo",0,0,0,0
1,"Aguascalientes",70106,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - No identificado",0,0,0,NA
1,"Aguascalientes",70201,"Delitos federales contra la salud relacionados con narcóticos - Producción de narcóticos",0,0,0,0
1,"Aguascalientes",70202,"Delitos federales contra la salud relacionados con narcóticos - Transporte de narcóticos",0,0,0,0
1,"Aguascalientes",70203,"Delitos federales contra la salud relacionados con narcóticos - Tráfico de narcóticos",0,0,0,0
1,"Aguascalientes",70204,"Delitos federales contra la salud relacionados con narcóticos - Comercio de narcóticos",0,0,0,0
1,"Aguascalientes",70205,"Delitos federales contra la salud relacionados con narcóticos - Suministro de narcóticos",0,0,0,0
1,"Aguascalientes",70206,"Delitos federales contra la salud relacionados con narcóticos - Posesión de narcóticos",0,0,0,0
1,"Aguascalientes",70207,"Delitos federales contra la salud relacionados con narcóticos - Otros delitos federales contra la salud relacionados con narcóticos",0,0,0,0
1,"Aguascalientes",70208,"Delitos federales contra la salud relacionados con narcóticos - No identificado",0,0,0,NA
1,"Aguascalientes",70300,"Evasión de presos",2,0,0,2
1,"Aguascalientes",70400,"Delitos en materia de armas y objetos prohibidos",0,0,0,0
1,"Aguascalientes",70500,"Delitos de delincuencia organizada",0,0,0,0
1,"Aguascalientes",70601,"Delitos en materia de armas, explosivos y otros materiales destructivos - Portación ilícita de armas",0,0,0,0
1,"Aguascalientes",70602,"Delitos en materia de armas, explosivos y otros materiales destructivos - Posesión ilícita de armas, cartuchos y cargadores",0,0,0,0
1,"Aguascalientes",70603,"Delitos en materia de armas, explosivos y otros materiales destructivos - Acopio ilícito de armas",0,0,0,0
1,"Aguascalientes",70604,"Delitos en materia de armas, explosivos y otros materiales destructivos - Tráfico ilícito de armas, explosivos y otros materiales destructivos",0,0,0,0
